pl_name,hostname,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
2MASS J0326-2102,,2022,,,14.79588,5720.400000000001,1359.0,,,,,945,1
2MASS J0328+2302,,2000,,,10.98482,17294.676,1466.0,,,,,945,1
2MASS J0337-1758,,2000,,,,19226.9,1895.0,,,,,945,1
2MASS J0337-1758 b,,2010,,2.52,,,615.0,,,,,945,1
2MASS J0338-3334,,2025,,,,13665.4,2800.0,,,,,945,1
2MASS J0342-6817,,2022,,,16.58932,5402.6,1650.0,,,,,945,1
2MASS J0344+0111 b,2MASS J0344+0111,2015,,9.2,,11440.800000000001,,,,0.081,33.5,1,1
2MASS J0348-6022,,2021,,,10.20019,13665.4,880.0,,,,,945,1
2MASS J0355+1133,,2006,,,13.67498,8898.4,1527.0,,,,,945,1
2MASS J0407+1546,,2008,,,10.872729999999999,21292.600000000002,1840.0,,,,,945,1
2MASS J0408+2807 b,2MASS J0408+2807,2007,,6.4,,12712.0,,3305.0,0.684,0.25,230.0,1,1
2MASS J0414+2811,V773 Tau (ABC),2004,,2800.0,97.85457,16843.4,2963.0,,2.22,2.87,132.8,1,1
2MASS J0415-0935,,2002,,,9.583694999999999,11758.6,729.0,,,,,945,1
2MASS J0416+2858 b,2MASS J0416+2858,2012,,31.0,,17479.0,,2740.0,0.93,0.14,159.24,1,1
2MASS J0418+2131,,2017,,,,14936.6,,,,,,945,1
2MASS J0419+2820,,2017,,,,1589.0,,,,,,945,1
2MASS J0423+2801,,2006,,,105.58878,18432.4,2990.0,,,,,945,1
2MASS J0434+1722 b,2MASS J0434+1722,2025,,1.7,,4131.400000000001,,3160.0,,0.18,145.7,1,1
2MASS J0437+2331,,2009,,,21.18501,2256.38,2112.0,,,,,945,1
2MASS J0445-3048,,2003,,,11.209,20275.64,1809.0,,,,,945,1
2MASS J0437+2651 b,2MASS J0437+2651,2021,,118.0,,1271.2,1450.0,3100.0,0.84,0.0165,128.1,1,1
2MASS J0439+2336,,2006,,,126.66170000000001,18432.4,2990.0,,,,,945,1
2MASS J0439-2353,,2024,,,10.872729999999999,15257.578,1290.0,,,,,945,1
2MASS J0440+2358,,2006,,,75.1003,18432.4,2858.0,,,,,945,1
2MASS J0441+2301 Ab,2MASS J0441+2301 A,2015,,33.0,45.9569,11123.0,2800.0,3400.0,1.1,0.2,145.0,2,1
IC 1396 2,,2024,,,,19068.0,,,,,,945,1
2MASS J0441+2301 B,2MASS J0441+2301 A,2010,,1800.0,39.2315,6038.2,2100.0,3400.0,1.1,0.2,145.0,2,1
2MASS J0441+2301 Bb,,2010,,15.0,39.2315,3114.4400000000005,1800.0,,,,,945,1
2MASS J0441+2534,,2004,,,71.06506,8898.4,2752.0,,,,,945,1
2MASS J0443+0002,,2002,,,14.5717,705.5160000000001,2657.0,,,,,945,1
2MASS J0444+2512,,1994,,,77.3421,21451.5,2838.0,,,,,945,1
2MASS J0447-1216,,2022,,,11.43318,16207.800000000001,1521.0,,,,,945,1
2MASS J0453-1751,,2003,,,8.518839999999999,3718.2599999999998,2536.0,,,,,945,1
2MASS J0459-2853,,2022,,,14.79588,2542.4,1152.0,,,,,945,1
2MASS J0500+0330,,2006,,,11.209,20237.504,1793.0,,,,,945,1
2MASS J0500-3330,,2025,,,,14301.0,2700.0,,,,,945,1
2MASS J0501-0010,,2008,,,15.468419999999998,6813.6320000000005,1560.0,,,,,945,1
2MASS J0502+1442,,2008,,,14.302684,5593.280000000001,2697.0,,,,,945,1
2MASS J0506+5236,,2022,,,11.76945,8262.800000000001,1065.0,,,,,945,1
2MASS J0510-4208,,2007,,,,10487.4,1250.0,,,,,945,1
2MASS J0511-4903 b,2MASS J0511-4903,2017,1178220.0,149.0,,4767.0,,3329.0,0.52,0.518,71.0243,1,1
2MASS J0614+3950,,2012,,,,17479.0,1350.0,,,,,945,1
2MASS J0516-0445,,2003,,,10.872729999999999,14993.804,1211.0,,,,,945,1
2MASS J0518-0153,,2008,,,56.82963,19068.0,2880.0,,,,,945,1
2MASS J0518-2756,,2007,,,15.591719,8326.36,2546.0,,,,,945,1
2MASS J0518-2828,,2004,,,,18750.2,1600.0,,,,,945,1
2MASS J0518-2828 b,,2004,3650.0,1.8,,16525.600000000002,1330.0,,,,,945,1
2MASS J0523-1403,,2010,,,11.32109,21464.212000000003,1939.0,,,,,945,1
2MASS J0525-7425 b,2MASS J0525-7425,2012,,2020.0,,22246.0,1970.0,3320.0,0.451,0.46,43.9,1,1
2MASS J0533-0156,,2008,,,,19068.0,2880.0,,,,,945,1
2MASS J0534-0530 b,2MASS J0534-0530,2020,,198.5,,1461.8799999999999,,2841.0,0.74,0.07,413.5,1,1
2MASS J0535-0522 b,2MASS J0535-0522,2020,,260.2,,5084.8,,3235.0,,1.7,441.23,1,1
2MASS J0535-0525,,2025,,,,4830.56,2386.0,,,,,945,1
2MASS J0535-0532 b,2MASS J0535-0532,2020,,78.0,,16207.800000000001,,2935.0,1.28,0.138,410.0,1,1
2MASS J0535-0546,,2006,,,73.08268,18019.260000000002,,,,,,945,1
2MASS J0535-0546 b,,2006,,0.0398,53.91528999999999,11313.68,,,,,,945,1
2MASS J0536-1920,,2007,,,17.037679999999998,921.62,1648.0,,,,,945,1
2MASS J0537-0155,,2008,,,54.812009999999994,19068.0,2880.0,,,,,945,1
2MASS J05373850+2428517,2MASS J05373850+2428517,2019,,,,7945.0,,,,,,1,1
2MASS J05383976-0232203,,2005,,,,6356.0,2539.0,,,,,945,1
2MASS J0558-4501 b,2MASS J0558-4501,2024,,1043.0,,2860.2000000000003,,,,,,1,1
2MASS J0559-1404,,2000,,,10.872729999999999,16029.832,1301.0,,,,,945,1
2MASS J0608-2753,,2003,,,16.92559,12012.84,2145.0,,,,,945,1
2MASS J0624-4521,,2006,,,11.09691,17809.512,1501.0,,,,,945,1
2MASS J0642+4101,,2022,,,13.78707,3813.6000000000004,1124.0,,,,,945,1
2MASS J0652-57,,2008,,,,3813.6000000000004,,,,,,945,1
2MASS J0652-57 b,,2012,40150.0,7.3,,3178.0,,,,,,945,1
2MASS J0718-6415,,2022,,,14.45961,953.4000000000001,596.0,,,,,945,1
2MASS J0727+1710,,2002,,,10.53646,12886.789999999999,845.0,,,,,945,1
2MASS J0729-3954,,2007,,,10.53646,11898.431999999999,752.0,,,,,945,1
2MASS J0735+2720 b,2MASS J0735+2720,2014,,112.0,,18432.4,,,,0.076,,1,1
2MASS J0742+2055,,2004,,,10.53646,13802.054,958.0,,,,,945,1
2MASS J0809+4434,,2022,,,15.132150000000001,4131.400000000001,1253.0,,,,,945,1
2MASS J0825+2115,,2000,,,10.98482,16519.244,1341.0,,,,,945,1
2MASS J0829+2655,,2000,,,6.859908,1589.0,1679.0,,,,,945,1
2MASS J0830+0128,,2004,,,10.760639999999999,14752.276000000002,1138.0,,,,,945,1
2MASS J0830+4828,,2024,,,11.09691,15254.400000000001,1258.0,,,,,945,1
2MASS J0835-0819,,2003,,,11.209,19852.966,1754.0,,,,,945,1
2MASS J0838+1511 A,,2013,,,,6356.0,,,,,,945,1
2MASS J0856+3746,,2024,,,,16843.4,,,,,,945,1
2MASS J0838+1511 B,,2013,,27.0,,5720.400000000001,,,,,,945,1
2MASS J0838+1511 C,,2013,,2.5,,5084.8,,,,,,945,1
2MASS J0850+1057,NLTT 20346,1999,,7700.0,,12712.0,1590.0,2949.0,0.14,0.116,31.7,1,1
2MASS J0850+1057 b,,2001,,4.64,12.890349999999998,8262.800000000001,1234.0,,,,,945,1
2MASS J0856-1342,,2015,,,,4576.320000000001,2100.0,,,,,945,1
2MASS J0859-1949,,2003,,,10.98482,15982.162,1374.0,,,,,945,1
2MASS J0928-1603,,2000,,,8.025644,730.9399999999999,2584.0,,,,,945,1
2MASS J0937+2931,,2002,,,10.53646,13207.768000000002,881.0,,,,,945,1
2MASS J0939-2448,,2005,,,12.44199,9534.0,621.0,,,,,945,1
2MASS J0949-1545,,2005,,,10.760639999999999,14710.962,1125.0,,,,,945,1
2MASS J1311+3629 b,,2011,,27.0,,11440.800000000001,,,,,,945,1
2MASS J0951-8023,,2022,,,16.253049999999998,4767.0,1463.0,,,,,945,1
2MASS J0953-5055 b,2MASS J0953-5055,2024,,2100.0,,9534.0,,2974.0,0.16,0.131,27.99,1,1
2MASS J1007-4555,,2007,,,10.53646,14123.032,1017.0,,,,,945,1
2MASS J1010-0406,,2003,,,10.98482,16258.648,1416.0,,,,,945,1
2MASS J1022+5825,,2008,,,15.804689999999999,8644.16,1820.0,,,,,945,1
2MASS J1036-3441,,2002,,,14.79588,2599.604,1074.0,,,,,945,1
2MASS J1047+2124,,1999,,,,13347.6,,,,,,945,1
2MASS J1059-2113 b,2MASS J1059-2113,2014,,53.0,,11440.800000000001,,,,0.076,30.6,1,1
2MASS J1106+2754,,2007,,,,15254.400000000001,,,,,,945,1
2MASS J1106+2754 b,,2010,,2.67,,11440.800000000001,,,,,,945,1
2MASS J1114-2618,,2005,,,10.760639999999999,10338.034000000001,669.0,,,,,945,1
2MASS J1115+1937,,2018,,,16.813499999999998,4449.2,1816.0,,,,,945,1
2MASS J1118-0640 b,2MASS J1118-0640,2014,,709.0,10.0881,20657.0,1300.0,3030.0,0.216,0.185,100.716,1,1
2MASS J1119-1137,,2015,,,15.692599999999999,1175.8600000000001,1013.0,,,,,945,1
2MASS J1119-1137 b,,2017,32850.0,3.6,15.692599999999999,1175.8600000000001,1006.0,,,,,945,1
2MASS J1124+3808 b,2MASS J1124+3808,2021,,148.31,,10169.6,,3172.0,0.231,0.201,18.4523,1,1
2MASS J1146+2230,,1999,,,,19068.0,,,,,,945,1
2MASS J1146+2230 b,,2001,,7.6,,19068.0,,,,,,945,1
2MASS J1154-3400,,2003,,,14.392356,2033.92,2581.0,,,,,945,1
2MASS J1155-3727,,2002,,,11.209,20193.012,1793.0,,,,,945,1
2MASS J1155-7919 b,2MASS J1155-7919,2020,,582.0,,3178.0,,,,,101.15,1,1
2MASS J1200-7845,,2020,,,51.56139999999999,15890.0,2817.0,,,,,945,1
2MASS J1207+0244,,2002,,,,18432.4,,,,,,945,1
2MASS J1207+0244 b,,2010,,17.0,,11440.800000000001,,,,,,945,1
2MASS J1209-1004,,2010,,,10.31228,15572.2,1336.0,,,,,945,1
2MASS J1209-1004 b,,2010,8030.0,3.31,11.32109,7945.0,802.0,,,,,945,1
2MASS J12114960+7752445 b,2MASS J12114960+7752445,2024,651.2,1.15,,17256.54,,3477.0,0.437,0.433,62.7596,1,1
2MASS J1214+6316,,2006,,,,11440.800000000001,,,,,,945,1
2MASS J1214+6316 b,,2024,,24.0,,11440.800000000001,,,,,,945,1
2MASS J1217-0311,,1999,,,10.53646,13252.260000000002,885.0,,,,,945,1
2MASS J1219+3128,,2021,,,10.872729999999999,15572.2,1330.0,,,,,945,1
IC 1396 25,,2024,,,,19068.0,,,,,,945,1
2MASS J1225-2739,,1999,,,,10487.4,1100.0,,,,,945,1
2MASS J1225-2739 b,,2003,12410.0,3.8,,7627.200000000001,800.0,,,,,945,1
2MASS J1233-5714 b,2MASS J1233-5714,2022,,1368.0,,14777.7,,4731.81,1.155,1.0,101.292154,1,1
2MASS J1237+6526,,1999,,,,13029.800000000001,830.0,,,,,945,1
2MASS J1247-3816,,2014,,,,5529.719999999999,2000.0,,,,,945,1
2MASS J1252+2735 b,2MASS J1252+2735,2021,35.08,,,,,5181.0,1.076,0.88,197.2,1,1
2MASS J1253+2734 b,2MASS J1253+2734,2021,24.31,,,,,4535.0,0.633,0.71,196.184,1,1
2MASS J1254-0122,,2000,,,10.98482,15076.432,1219.0,,,,,945,1
2MASS J1258+2630 b,2MASS J1258+2630,2021,11.88,,,,,3825.0,0.602,0.5898,58.5849,1,1
2MASS J1311+3629,,2009,,,,18432.4,,,,,,945,1
2MASS J1315-2649 b,2MASS J1315-2649,2011,19162.5,6.6,10.20019,8898.4,670.0,1770.0,0.084,0.074,19.0,1,1
2MASS J1320+0409,,2008,,,11.32109,21273.532,1913.0,,,,,945,1
2MASS J1324+6358,,2007,,,13.78707,3654.7000000000003,1080.0,,,,,945,1
2MASS J1326-0038,,2000,,,10.872729999999999,16236.402000000002,1381.0,,,,,945,1
2MASS J1326-2729,,2002,,,6.265831,5434.380000000001,1756.0,,,,,945,1
2MASS J1341-3052,,2007,,,,16525.600000000002,1904.0,,,,,945,1
2MASS J1341-3052 b,,2008,31025.0,8.6,,6991.6,1027.0,,,,,945,1
2MASS J1346-0031,,1999,,,10.53646,14075.362000000001,1011.0,,,,,945,1
2MASS J1359-4034,,2008,,,11.209,20161.232,1799.0,,,,,945,1
2MASS J1404-3159,,2008,,,,20657.0,1400.0,,,,,945,1
2MASS J1422+2215 b,,2014,,43.0,,11440.800000000001,,,,,,945,1
2MASS J1404-3159 b,,2008,6029.8,3.15,,17479.0,,,,,,945,1
2MASS J1411-2119,,2003,,,22.19382,22125.236,2694.0,,,,,945,1
2MASS J1415+5724,,2006,,,,15254.400000000001,,,,,,945,1
2MASS J1415+5724 b,,2010,,29.0,,11440.800000000001,,,,,,945,1
2MASS J1416+5006,,2006,,,11.09691,18756.556,1595.0,,,,,945,1
2MASS J1422+2215,,2006,,,,18432.4,,,,,,945,1
2MASS J1425-3650,,2004,,,14.79588,6597.528000000001,1535.0,,,,,945,1
2MASS J1426+1557 b,2MASS J1426+1557,2002,4854.5,2.92,,20974.8,,,0.1287,0.074,18.8,1,1
2MASS J1439+1929,,1999,,,11.54527,22767.192000000003,2121.0,,,,,945,1
2MASS J1448+1031,,2003,,,11.09691,18886.854,1623.0,,,,,945,1
2MASS J1448-3859,,2025,,,,13347.6,2800.0,,,,,945,1
2MASS J1450-7841 A,2MASS J1450-7841 B,2017,,300.0,,12712.0,,,,0.04,75.0,1,1
2MASS J1450-7841 B,2MASS J1450-7841 A,2017,,300.0,,12712.0,,,,0.04,75.0,1,1
2MASS J1453+14204 b,2MASS J1453+1420,2014,,72.0,,11440.800000000001,,,,0.076,35.78,1,1
2MASS J1503+2525,,2003,,,10.53646,14091.252000000002,1016.0,,,,,945,1
2MASS J1506+1321,,2000,,,11.43318,21855.106,2004.0,,,,,945,1
2MASS J1507-1627,,2000,,,11.09691,18959.948,1607.0,,,,,945,1
2MASS J1515+4847,,2003,,,11.09691,18060.574,1505.0,,,,,945,1
2MASS J1516+0259,,2004,,,,18432.4,,,,,,945,1
2MASS J1516+0259 b,,2010,,2.7,,11440.800000000001,,,,,,945,1
2MASS J1516+3053,,2006,,,,15254.400000000001,,,,,,945,1
2MASS J1516+3053 b,,2015,,2.7,,11440.800000000001,,,,,,945,1
2MASS J1526+2043,,2000,,,10.98482,17285.142,1518.0,,,,,945,1
2MASS J1534-2952,,2008,,,,9565.78,,,,,,945,1
2MASS J1534-2952 b,,2008,5550.0,2.3,,8961.960000000001,,,,,,945,1
2MASS J1539-0520,,2004,,,11.209,19906.992000000002,1753.0,,,,,945,1
2MASS J1546-3325,,2002,,,10.53646,14024.514000000001,1002.0,,,,,945,1
2MASS J1547-2423,,2008,,,11.88154,6200.278000000001,2396.0,,,,,945,1
2MASS J1547-2423 b,,2019,36500.0,7.0,11.88154,4929.078,2396.0,,,,,945,1
2MASS J1550+1455 b,2MASS J1550+1455,2009,,30.0,,18432.4,,,,0.076,33.0,1,1
2MASS J1551+0941,,2022,,,15.580509999999999,7627.200000000001,1653.0,,,,,945,1
2MASS J1552+2948,,2003,,,16.028869999999998,9546.712,1956.0,,,,,945,1
2MASS J1553+1532,,2002,,,,13347.6,980.0,,,,,945,1
2MASS J1553+1532 b,,2006,16425.0,4.2,,12076.4,890.0,,,,,945,1
2MASS J1554-3154 b,2MASS J1554-3154,2022,,883.0,,10741.64,,4318.64,1.283,0.7,142.476115,1,1
2MASS J1555-0956,,2002,,,11.54527,22601.936,2102.0,,,,,945,1
2MASS J1559+4403 Ab,2MASS J1559+4403 A,2024,13.976,0.0938,,,,,,0.54,35.0,1,1
2MASS J1610-3922 b,2MASS J1610-3922,2025,,1.6,,8580.6,,3200.0,,0.205,160.4,1,1
2MASS J1615+1340,,2007,,,10.53646,13458.830000000002,906.0,,,,,945,1
2MASS J1617-1858,,2018,,,,4703.4400000000005,,,,,,945,1
2MASS J1617-3828 b,2MASS J1617-3828,2022,,721.0,,16112.460000000001,,3968.0,0.869,0.62,105.997,1,1
2MASS J1624+0029,,1999,,,10.53646,13614.552000000001,936.0,,,,,945,1
2MASS J1626+3925,,2024,,,11.54527,22573.334000000003,2103.0,,,,,945,1
2MASS J1630-2018 b,2MASS J1630-2018,2021,,551.63,,4290.3,,3981.0,0.9626,0.621,182.046,1,1
2MASS J1632+1904,,1999,,,10.872729999999999,15718.388,1279.0,,,,,945,1
2MASS J1647+5632,,2022,,,13.67498,5720.400000000001,1244.0,,,,,945,1
2MASS J1657-5343 b,2MASS J1657-5343,2017,901915.0,165.0,,9534.0,,3568.0,0.924,0.49,50.5462,2,1
2MASS J1657-5343 c,2MASS J1657-5343,2017,1035140.0,180.0,,6356.0,,3568.0,0.924,0.49,50.5462,2,1
2MASS J1707-0138 b,2MASS J1707-0138,2014,,31.0,,11440.800000000001,,,,0.076,38.5,1,1
2MASS J1711+2232,,2000,,,,18432.4,,,,,,945,1
2MASS J1711+2232 b,,2010,,4.53,,11440.800000000001,,,,,,945,1
2MASS J1726+1538,,2000,,,15.692599999999999,7646.268,1668.0,,,,,945,1
2MASS J1731+5310,,2006,,,,18432.4,,,,,,945,1
2MASS J1731+5310 b,,2011,,48.0,,15254.400000000001,,,,,,945,1
2MASS J1737+5953,,2008,,,,18432.4,,,,,,945,1
2MASS J1737+5953 b,,2015,,50.0,,11440.800000000001,,,,,,945,1
2MASS J1750+1759,,2002,,,10.872729999999999,15054.186,1228.0,,,,,945,1
2MASS J1807+5015,,2003,,,,5091.156,,,,,,945,1
2MASS J2013-2806,,2008,,,16.690201000000002,1048.74,2560.0,,,,,945,1
2MASS J1839+4424 b,2MASS J1839+4424,2008,,832.0,17.71022,12298.86,1800.0,2810.0,0.123,0.071,37.67,1,1
2MASS J1841+3117,,2000,,,11.32109,21140.056,1914.0,,,,,945,1
2MASS J19262435-1045398 b,2MASS J19262435-1045398,2024,175.8,0.431,,15826.44,,3342.0,0.319,0.298,26.5975,1,1
2MASS J1935-2846,,2008,,,20.949621,2351.7200000000003,2695.0,,,,,945,1
2MASS J2002-0521,,2022,,,15.244240000000001,4131.400000000001,1301.0,,,,,945,1
2MASS J2026-2943 b,2MASS J2026-2943,2010,,9.0,,20021.4,,,,0.08,36.0,1,1
2MASS J2033-5635,,2015,,,,4995.816000000001,,,,,,945,1
2MASS J2057-0252,,2003,,,11.43318,22106.168,2044.0,,,,,945,1
2MASS J2057+1406 b,2MASS J2057+1406,2026,281.89,0.75,,11469.402000000002,,4590.0,0.687,0.689,110.13,1,1
2MASS J2104-1037,,2003,,,11.43318,21797.902000000002,1994.0,,,,,945,1
2MASS J2117-2940,,2015,,,15.468419999999998,2224.6,1192.0,,,,,945,1
2MASS J2126+7617,,2010,,,,18432.4,,,,,,945,1
2MASS J2126+7617 b,,2010,,1.3,,11440.800000000001,,,,,,945,1
2MASS J2140+1625 b,2MASS J2140+1625,2002,7340.0,3.53,10.31228,6356.0,,2300.0,0.1,0.08,25.0,1,1
2MASS J2148+4003,,2008,,,11.09691,17488.534,1446.0,,,,,945,1
2MASS J2154+5942,,2007,,,,11123.0,1190.0,,,,,945,1
2MASS J2202-5605,,2015,,,,18232.186,,,,,,945,1
2MASS J2202-5605 b,,2019,12410.0,4.8,,17669.68,,,,,,945,1
2MASS J2206-2047 b,2MASS J2206-2047,2010,8686.0,4.48,14.5717,9534.0,,2350.0,0.11,0.13,26.67,1,1
2MASS J2206+3301,,2022,,,14.5717,2542.4,1076.0,,,,,945,1
55 Cnc Ab,55 Cnc A,1996,14.65314,0.11339,,266.952,,5250.0,0.963,0.9,12.5855,5,1
2MASS J2206-4217,,2022,,,13.67498,10169.6,1684.0,,,,,945,1
2MASS J2208+2921,,2000,,,15.804689999999999,3178.0,1804.0,,,,,945,1
2MASS J2224-0158,,2000,,,11.09691,19249.146,1646.0,,,,,945,1
2MASS J2228-4310,,2003,,,10.53646,19249.146,900.0,,,,,945,1
2MASS J2236+4751 b,2MASS J2236+4751,2016,,230.0,,3972.5,1050.0,,,0.6,63.0,1,1
2MASS J2244+2043,,2002,,,14.45961,3784.998,1209.0,,,,,945,1
2MASS J2250+2325 b,2MASS J2250+2325,2017,,518.0,,9534.0,,3352.0,0.437,0.433,57.2309,1,1
2MASS J2322-3133,,2009,,,15.580509999999999,7604.954000000001,1665.0,,,,,945,1
2MASS J2322-6151,,2014,,,,11281.9,,,,,,945,1
2MASS J2322-6151 b,,2008,,714.0,16.813499999999998,4322.08,1740.0,,,,,945,1
2MASS J2333-1240 b,2MASS J2333-1240,2017,814315.0,117.0,,6356.0,,3200.0,0.358,0.343,79.84542,1,1
2MASS J2343-3646,,2022,,,13.67498,10805.2,1755.0,,,,,945,1
2MASS J2352-1100,,2008,,,19.526078,3940.7200000000003,2771.0,,,,,945,1
2MASS J2359-0151,,2015,,,,8555.176000000001,,,,,,945,1
2S 0918-549 b,2S 0918-549,2011,0.012083333,0.00116,3.47479,8262.800000000001,,,,1.4,4750.0,1,1
55 Cnc Ac,55 Cnc A,2002,44.373,0.23735,,,,5250.0,0.963,0.9,12.5855,5,1
38 Vir b,38 Vir,2016,825.9,1.82,,,,6557.0,1.45,1.18,,1,1
3 Cnc b,3 Cnc,2020,853.64,2.52,,,,4319.0,39.38,2.94,243.3,1,1
41 Com Ab,41 Com,2017,610.2,1.6,,,,4181.0,25.11,1.49,102.0,1,1
41 Her Ab,41 Her A,2026,5858.25,6.4,,3019.1,,5100.0,2.82,1.09,43.9,1,1
44 Uma b,44 Uma,2020,785.74,2.16,,,,4215.0,45.12,2.19,200.4,1,1
47 UMa b,47 UMa,1996,1078.0,2.1,,,,5892.0,1.24,1.03,13.97,3,1
47 UMa c,47 UMa,2001,2391.0,3.6,,,,5892.0,1.24,1.03,13.97,3,1
47 UMa d,47 UMa,2010,14002.0,11.6,,,,5892.0,1.24,1.03,13.97,3,1
4FGL J1408.6-2917 b,4FGL J1408.6-2917,2022,0.14261385,0.006017,,8984.206,,,,1.4,2200.0,1,1
4U 0513-40 b,4U 0513-40,2011,0.011806,0.001147,,14523.460000000001,,,,1.4,12000.0,1,1
4U 0614+09 b,4U 0614+09,2001,0.035625,0.00238,,4449.2,,,,1.4,3300.0,1,1
4U 1543-62 b,4U 1543-62,2004,0.0125,0.001187,3.3627,13029.800000000001,,,,1.4,3300.0,1,1
4U 1626-67 b,4U 1626-67,1988,0.027777,0.002037,8.720602,13309.464000000002,,,2e-05,1.4,4500.0,1,1
4U 1850-086 b,4U 1850-086,1996,0.014292,0.0013,,11440.800000000001,,,,1.4,8200.0,1,1
4U 1905+000 b,4U 1905+000,2005,0.055417,0.001828,,15890.0,,,,1.4,8750.0,1,1
51 Eri Ab,51 Eri A,2015,10260.0,11.1,12.44199,1302.98,700.0,,,1.75,29.4,1,1
51 Peg b,51 Peg,1995,4.2307966,0.052,13.4508,193.858,,5758.0,1.176,1.03,15.4614,2,1
51 Peg c,51 Peg,2011,,37.0,,3178.0,,5758.0,1.176,1.03,15.4614,2,1
54 Psc b,54 Psc,2003,62.25,0.295,,73.09400000000001,,5173.0,0.947,0.79,11.0,2,1
54 Psc c,54 Psc,2006,,476.0,8.9672,16843.4,810.0,5173.0,0.947,0.79,11.0,2,1
55 Cnc Ad,55 Cnc A,2002,5574.2,5.446,,,,5250.0,0.963,0.9,12.5855,5,1
55 Cnc Ae,55 Cnc A,2004,0.7365478,0.015439,1.9470032999999998,8.590133999999999,,5250.0,0.963,0.9,12.5855,5,1
55 Cnc Af,55 Cnc A,2007,260.91,0.7733,,,,5250.0,0.963,0.9,12.5855,5,1
55 Cnc Bb,55 Cnc B,2025,6.7994,0.044,,,,3286.0,0.274,0.26,12.477,2,1
55 Cnc Bc,55 Cnc B,2025,33.747,0.13,,,,3286.0,0.274,0.26,12.477,2,1
59 Dra b,59 Dra,2006,28.44,0.22,,7945.0,,7137.0,1.50485,1.59,27.4468,1,1
61 Vir b,61 Vir,2009,4.215,0.050201,,16.5256,,5531.0,0.94,0.95,8.52,3,1
61 Vir c,61 Vir,2009,38.021,0.2175,,6.673800000000001,,5531.0,0.94,0.95,8.52,3,1
61 Vir d,61 Vir,2009,123.01,0.476,,,,5531.0,0.94,0.95,8.52,3,1
6 Lyn b,6 Lyn,2008,934.3,2.11,,,,4978.0,5.2,1.7,56.9,1,1
70 Vir Ab,70 Vir A,1996,116.67,0.48,,2542.4,,5432.0,1.968,0.92,22.0,1,1
72 Peg Bb,72 Peg B,2010,1539.0,3.46,,11123.0,,4379.0,37.6,2.0,168.35,1,1
75 Cet Ab,75 Cet A,2012,696.6,1.912,,,,4846.0,10.5,2.49,81.5,2,1
75 Cet Ac,75 Cet A,2023,2052.0,3.929,,,,4846.0,10.5,2.49,81.5,2,1
78 Psc b,78 Psc,2022,,18.6,,9851.800000000001,,,,1.397,42.9,1,1
79 Cet Ab,79 Cet A,2000,75.82,0.35,,,,5533.0,1.0,1.01,35.9,1,1
81 Cet b,81 Cet,2008,952.7,2.5,,,,,11.0,2.4,97.2,1,1
82 Eri b,82 Eri,2011,18.313,0.1257,,,,5490.0,0.9,0.813,6.06,4,1
82 Eri c,82 Eri,2011,89.68,0.3625,,,,5490.0,0.9,0.813,6.06,4,1
A2744-BD-2,,2023,,,13.002439999999998,4989.46,1100.0,,,,,945,1
82 Eri d,82 Eri,2011,648.2,1.354,,,,5490.0,0.9,0.813,6.06,4,1
82 Eri e,82 Eri,2017,147.02,0.509,,,,5490.0,0.9,0.813,6.06,4,1
8 Umi b,8 Umi,2015,93.31,0.462,,,,4847.4,9.9,1.8,159.1,1,1
94 Cet Ab,94 Cet A,2003,466.2,1.305,,,,5984.0,1.93,1.34,22.38,1,1
A2744-BD-1,,2023,,,17.14977,1493.66,1300.0,,,,,945,1
A2744-BD-3,,2023,,,10.20019,9692.9,650.0,,,,,945,1
AB Aur b,AB Aur,2008,,93.9,,2860.2000000000003,,9500.0,2.28,2.4,144.0,1,1
AB Dor Cb,AB Dor C,2019,,0.58,,4131.400000000001,,,,0.072,15.8,1,1
AB Pic b,AB Pic,2005,,242.0,19.61575,4099.62,1700.0,5285.0,,,47.3,2,1
AB Pic c,AB Pic,2022,,3.571,,1827.3500000000001,,5285.0,,,47.3,2,1
ADS 11163 Ab,ADS 11163 A,1999,4.63629,0.057,,15890.0,,5914.22,1.208,1.11,137.9,1,1
AF Lep b,AF Lep,2023,8875.0,8.98,14.5717,1191.75,800.0,6130.0,1.25,1.2,26.843,1,1
AL Com b,AL Com,1996,0.056668,0.00249,11.65736,14936.6,,16300.0,0.01,0.6,614.018,1,1
Aldebaran b,Aldebaran,2019,772.83,,,,,4055.0,45.1,1.13,20.43,1,1
alf Ari b,alf Ari,2011,380.8,1.2,,,,4553.0,13.9,1.5,20.2,1,1
AS 205 Ab,AS 205 A,2017,24.84,0.162,,,,4300.0,3.7,0.9,140.0,1,1
AS 209 b,AS 209,2022,,200.0,,413.14000000000004,35.0,4265.0,2.18,1.2,121.0,1,1
ASASSN -15hn b,ASASSN -15hn,2016,0.06183,,,14745.92,,,,,,1,1
ASASSN-15po b,ASASSN-15po,2017,0.051809,,,17383.66,,,,0.7,,1,1
ASASSN-16dt b,ASASSN-16dt,2018,0.06461,,,11440.800000000001,,,,,359.27,1,1
ASASSN-16kr b,ASASSN-16kr,2021,0.061285932,0.003,11.76945,13347.6,,10000.0,0.0083,0.952,160.5,1,1
